intent,patterns,bot_response
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
curfew,Q471: The barangay enforces curfew to ensure peace and order at night.,Minors must stay indoors during curfew (10 PM - 4 AM).
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
permits,Q473: Barangay permits are required for public events.,Applicants must secure barangay approval before construction projects.
community_service,Q474: Barangay promotes community volunteerism.,Offenders may be required to join clean-up drives.
community_service,Q475: Offenders may be required to join clean-up drives.,Community service may be given as penalty for minor offenses.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
community_service,Q477: Barangay promotes community volunteerism.,Barangay promotes community volunteerism.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
curfew,Q479: The barangay enforces curfew to ensure peace and order at night.,Minors must stay indoors during curfew (10 PM - 4 AM).
loitering,Q480: Loitering rules are enforced for minors and late-night gatherings.,Loitering in public areas during curfew is prohibited.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
loitering,Q482: Loitering rules are enforced for minors and late-night gatherings.,Loitering rules are enforced for minors and late-night gatherings.
alcohol_regulation,Q483: Residents must follow restrictions on alcohol to avoid penalties.,Alcohol selling is prohibited after 10:00 PM.
loitering,Q484: Loitering in public areas during curfew is prohibited.,Loitering in public areas during curfew is prohibited.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
permits,Q486: Business permits are processed through the barangay before city hall.,Business permits are processed through the barangay before city hall.
permits,Q487: Applicants must secure barangay approval before construction projects.,Applicants must secure barangay approval before construction projects.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
community_service,Q489: Offenders may be required to join clean-up drives.,Community service may be given as penalty for minor offenses.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
permits,Q491: Applicants must secure barangay approval before construction projects.,Barangay permits are required for public events.
barangay_clearance,Q492: Clearance is needed for job applications and legal documents.,Clearance is needed for job applications and legal documents.
barangay_clearance,Q493: Barangay clearance can be requested at the Barangay Hall during office hours.,Clearance is needed for job applications and legal documents.
barangay_clearance,Q494: Clearance is needed for job applications and legal documents.,Clearance is needed for job applications and legal documents.
permits,Q495: Barangay permits are required for public events.,Barangay permits are required for public events.
noise_control,What does the barangay noise ordinance require from residents?,Barangay noise ordinance requires lowering volume at night.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Barangay noise ordinance requires lowering volume at night.
noise_control,How should residents manage noise under the barangay ordinance?,Barangay noise ordinance requires lowering volume at night.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
violence,What is the barangay's policy on domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,How does the barangay handle cases of domestic abuse?,Barangay strictly prohibits domestic violence and physical assault.
community_service,Q499: Offenders may be required to join clean-up drives.,Offenders may be required to join clean-up drives.
community_service,Q500: Community service may be given as penalty for minor offenses.,Offenders may be required to join clean-up drives.
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
barangay_clearance,Q502: Requirements for clearance include valid ID and barangay residency.,Clearance is needed for job applications and legal documents.
loitering,Q503: Loitering in public areas during curfew is prohibited.,Groups gathering in restricted areas may be dispersed by barangay tanods.
loitering,Q504: Loitering rules are enforced for minors and late-night gatherings.,Loitering rules are enforced for minors and late-night gatherings.
permits,Q505: Barangay permits are required for public events.,Business permits are processed through the barangay before city hall.
community_service,Q506: Barangay promotes community volunteerism.,Offenders may be required to join clean-up drives.
alcohol_regulation,Q507: Liquor ban applies during fiestas and election periods.,Alcohol selling is prohibited after 10:00 PM.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
alcohol_regulation,Q509: Alcohol selling is prohibited after 10:00 PM.,Liquor ban applies during fiestas and election periods.
barangay_clearance,Q510: Requirements for clearance include valid ID and barangay residency.,Requirements for clearance include valid ID and barangay residency.
curfew,Q511: The barangay enforces curfew to ensure peace and order at night.,The barangay enforces curfew to ensure peace and order at night.
community_service,Q512: Community service may be given as penalty for minor offenses.,Offenders may be required to join clean-up drives.
loitering,Q513: Loitering in public areas during curfew is prohibited.,Loitering rules are enforced for minors and late-night gatherings.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
barangay_clearance,Q515: Requirements for clearance include valid ID and barangay residency.,Barangay clearance can be requested at the Barangay Hall during office hours.
permits,Q516: Applicants must secure barangay approval before construction projects.,Barangay permits are required for public events.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,Are there fines for improper waste disposal in the barangay?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,How is garbage managed in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
alcohol_regulation,Q518: Alcohol selling is prohibited after 10:00 PM.,Residents must follow restrictions on alcohol to avoid penalties.
curfew,Q519: The barangay enforces curfew to ensure peace and order at night.,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
community_service,Q520: Barangay promotes community volunteerism.,Community service may be given as penalty for minor offenses.
barangay_clearance,Q521: Requirements for clearance include valid ID and barangay residency.,Barangay clearance can be requested at the Barangay Hall during office hours.
permits,Q522: Business permits are processed through the barangay before city hall.,Barangay permits are required for public events.
barangay_clearance,Q523: Requirements for clearance include valid ID and barangay residency.,Requirements for clearance include valid ID and barangay residency.
permits,Q524: Barangay permits are required for public events.,Barangay permits are required for public events.
alcohol_regulation,Q525: Liquor ban applies during fiestas and election periods.,Alcohol selling is prohibited after 10:00 PM.
alcohol_regulation,Q526: Alcohol selling is prohibited after 10:00 PM.,Residents must follow restrictions on alcohol to avoid penalties.
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
permits,Q528: Applicants must secure barangay approval before construction projects.,Barangay permits are required for public events.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
alcohol_regulation,Q531: Residents must follow restrictions on alcohol to avoid penalties.,Alcohol selling is prohibited after 10:00 PM.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
curfew,Q533: The barangay enforces curfew to ensure peace and order at night.,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
community_service,Q534: Offenders may be required to join clean-up drives.,Community service may be given as penalty for minor offenses.
curfew,Q535: The barangay enforces curfew to ensure peace and order at night.,Minors must stay indoors during curfew (10 PM - 4 AM).
loitering,Q536: Loitering rules are enforced for minors and late-night gatherings.,Loitering in public areas during curfew is prohibited.
barangay_clearance,Q537: Requirements for clearance include valid ID and barangay residency.,Barangay clearance can be requested at the Barangay Hall during office hours.
permits,Q538: Applicants must secure barangay approval before construction projects.,Barangay permits are required for public events.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,Are there fines for improper waste disposal in the barangay?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,How is garbage managed in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
curfew,Q542: Minors must stay indoors during curfew (10 PM - 4 AM).,The barangay enforces curfew to ensure peace and order at night.
curfew,Q543: Minors must stay indoors during curfew (10 PM - 4 AM).,The barangay enforces curfew to ensure peace and order at night.
barangay_clearance,Q544: Barangay clearance can be requested at the Barangay Hall during office hours.,Requirements for clearance include valid ID and barangay residency.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
loitering,Q546: Groups gathering in restricted areas may be dispersed by barangay tanods.,Loitering in public areas during curfew is prohibited.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
loitering,Q548: Loitering rules are enforced for minors and late-night gatherings.,Groups gathering in restricted areas may be dispersed by barangay tanods.
community_service,Q549: Community service may be given as penalty for minor offenses.,Community service may be given as penalty for minor offenses.
alcohol_regulation,Q550: Alcohol selling is prohibited after 10:00 PM.,Liquor ban applies during fiestas and election periods.
loitering,Q551: Loitering rules are enforced for minors and late-night gatherings.,Loitering rules are enforced for minors and late-night gatherings.
noise_control,What does the barangay noise ordinance require from residents?,Barangay noise ordinance requires lowering volume at night.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Barangay noise ordinance requires lowering volume at night.
noise_control,How should residents manage noise under the barangay ordinance?,Barangay noise ordinance requires lowering volume at night.
alcohol_regulation,Q553: Alcohol selling is prohibited after 10:00 PM.,Residents must follow restrictions on alcohol to avoid penalties.
loitering,Q554: Loitering in public areas during curfew is prohibited.,Loitering rules are enforced for minors and late-night gatherings.
permits,Q555: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
barangay_clearance,Q556: Clearance is needed for job applications and legal documents.,Barangay clearance can be requested at the Barangay Hall during office hours.
curfew,Q557: Minors must stay indoors during curfew (10 PM - 4 AM).,The barangay enforces curfew to ensure peace and order at night.
violence,What is the barangay's policy on domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,How does the barangay handle cases of domestic abuse?,Barangay strictly prohibits domestic violence and physical assault.
community_service,Q559: Barangay promotes community volunteerism.,Community service may be given as penalty for minor offenses.
alcohol_regulation,Q560: Residents must follow restrictions on alcohol to avoid penalties.,Residents must follow restrictions on alcohol to avoid penalties.
barangay_clearance,Q561: Barangay clearance can be requested at the Barangay Hall during office hours.,Clearance is needed for job applications and legal documents.
loitering,Q562: Groups gathering in restricted areas may be dispersed by barangay tanods.,Loitering in public areas during curfew is prohibited.
alcohol_regulation,Q563: Residents must follow restrictions on alcohol to avoid penalties.,Residents must follow restrictions on alcohol to avoid penalties.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
noise_control,What does the barangay noise ordinance require from residents?,Barangay noise ordinance requires lowering volume at night.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Barangay noise ordinance requires lowering volume at night.
noise_control,How should residents manage noise under the barangay ordinance?,Barangay noise ordinance requires lowering volume at night.
permits,Q566: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
permits,Q568: Business permits are processed through the barangay before city hall.,Business permits are processed through the barangay before city hall.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
barangay_clearance,Q570: Barangay clearance can be requested at the Barangay Hall during office hours.,Clearance is needed for job applications and legal documents.
permits,Q571: Applicants must secure barangay approval before construction projects.,Barangay permits are required for public events.
alcohol_regulation,Q572: Liquor ban applies during fiestas and election periods.,Liquor ban applies during fiestas and election periods.
community_service,Q573: Barangay promotes community volunteerism.,Offenders may be required to join clean-up drives.
alcohol_regulation,Q574: Liquor ban applies during fiestas and election periods.,Alcohol selling is prohibited after 10:00 PM.
loitering,Q575: Groups gathering in restricted areas may be dispersed by barangay tanods.,Groups gathering in restricted areas may be dispersed by barangay tanods.
noise_control,What does the barangay noise ordinance require from residents?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,How should residents manage noise under the barangay ordinance?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
community_service,Q578: Barangay promotes community volunteerism.,Community service may be given as penalty for minor offenses.
permits,Q579: Barangay permits are required for public events.,Applicants must secure barangay approval before construction projects.
permits,Q580: Barangay permits are required for public events.,Barangay permits are required for public events.
alcohol_regulation,Q581: Residents must follow restrictions on alcohol to avoid penalties.,Residents must follow restrictions on alcohol to avoid penalties.
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
loitering,Q583: Loitering rules are enforced for minors and late-night gatherings.,Loitering in public areas during curfew is prohibited.
alcohol_regulation,Q584: Liquor ban applies during fiestas and election periods.,Residents must follow restrictions on alcohol to avoid penalties.
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
noise_control,What does the barangay noise ordinance require from residents?,Barangay noise ordinance requires lowering volume at night.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Barangay noise ordinance requires lowering volume at night.
noise_control,How should residents manage noise under the barangay ordinance?,Barangay noise ordinance requires lowering volume at night.
curfew,Q587: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,Minors must stay indoors during curfew (10 PM - 4 AM).
curfew,Q588: Minors must stay indoors during curfew (10 PM - 4 AM).,The barangay enforces curfew to ensure peace and order at night.
permits,Q589: Applicants must secure barangay approval before construction projects.,Applicants must secure barangay approval before construction projects.
loitering,Q590: Loitering in public areas during curfew is prohibited.,Groups gathering in restricted areas may be dispersed by barangay tanods.
permits,Q591: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
violence,What is the barangay's policy on domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,Does Barangay Buhangin prohibit domestic violence?,Violent behavior will be reported to barangay officials and police.
violence,How does the barangay handle cases of domestic abuse?,Violent behavior will be reported to barangay officials and police.
violence,What is the barangay's policy on domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay strictly prohibits domestic violence and physical assault.
violence,How does the barangay handle cases of domestic abuse?,Barangay strictly prohibits domestic violence and physical assault.
curfew,Q595: Minors must stay indoors during curfew (10 PM - 4 AM).,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Improper waste disposal may lead to fines.
waste_management,Are there fines for improper waste disposal in the barangay?,Improper waste disposal may lead to fines.
waste_management,How is garbage managed in Barangay Buhangin?,Improper waste disposal may lead to fines.
curfew,Q597: Minors must stay indoors during curfew (10 PM - 4 AM).,Minors must stay indoors during curfew (10 PM - 4 AM).
community_service,Q598: Community service may be given as penalty for minor offenses.,Barangay promotes community volunteerism.
community_service,Q599: Offenders may be required to join clean-up drives.,Barangay promotes community volunteerism.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Residents are encouraged to report drug-related activities.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Residents are encouraged to report drug-related activities.
drugs,What are the barangay's efforts to prevent illegal drug use?,Residents are encouraged to report drug-related activities.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
curfew,Q605: The barangay enforces curfew to ensure peace and order at night.,Minors must stay indoors during curfew (10 PM - 4 AM).
curfew,Q606: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,The barangay enforces curfew to ensure peace and order at night.
curfew,Q607: The barangay enforces curfew to ensure peace and order at night.,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
permits,Q608: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
loitering,Q609: Loitering in public areas during curfew is prohibited.,Groups gathering in restricted areas may be dispersed by barangay tanods.
permits,Q610: Barangay permits are required for public events.,Applicants must secure barangay approval before construction projects.
barangay_clearance,Q611: Clearance is needed for job applications and legal documents.,Clearance is needed for job applications and legal documents.
curfew,Q612: Minors must stay indoors during curfew (10 PM - 4 AM).,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
alcohol_regulation,Q613: Liquor ban applies during fiestas and election periods.,Alcohol selling is prohibited after 10:00 PM.
alcohol_regulation,Q614: Residents must follow restrictions on alcohol to avoid penalties.,Alcohol selling is prohibited after 10:00 PM.
barangay_clearance,Q615: Barangay clearance can be requested at the Barangay Hall during office hours.,Requirements for clearance include valid ID and barangay residency.
barangay_clearance,Q616: Requirements for clearance include valid ID and barangay residency.,Barangay clearance can be requested at the Barangay Hall during office hours.
barangay_clearance,Q617: Clearance is needed for job applications and legal documents.,Requirements for clearance include valid ID and barangay residency.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Barangay Buhangin supports anti-illegal drugs campaigns.
drugs,What are the barangay's efforts to prevent illegal drug use?,Barangay Buhangin supports anti-illegal drugs campaigns.
noise_control,What does the barangay noise ordinance require from residents?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,How should residents manage noise under the barangay ordinance?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,What does the barangay noise ordinance require from residents?,Barangay noise ordinance requires lowering volume at night.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Barangay noise ordinance requires lowering volume at night.
noise_control,How should residents manage noise under the barangay ordinance?,Barangay noise ordinance requires lowering volume at night.
barangay_clearance,Q621: Requirements for clearance include valid ID and barangay residency.,Requirements for clearance include valid ID and barangay residency.
loitering,Q622: Loitering rules are enforced for minors and late-night gatherings.,Loitering in public areas during curfew is prohibited.
curfew,Q623: The barangay enforces curfew to ensure peace and order at night.,The barangay enforces curfew to ensure peace and order at night.
loitering,Q624: Loitering rules are enforced for minors and late-night gatherings.,Groups gathering in restricted areas may be dispersed by barangay tanods.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
noise_control,What does the barangay noise ordinance require from residents?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Loud noise is prohibited after 9:00 PM in residential areas.
noise_control,How should residents manage noise under the barangay ordinance?,Loud noise is prohibited after 9:00 PM in residential areas.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,Are there fines for improper waste disposal in the barangay?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,How is garbage managed in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,What are the rules on garbage collection in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,Are there fines for improper waste disposal in the barangay?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
waste_management,How is garbage managed in Barangay Buhangin?,"Garbage collection in Barangay Buhangin is every Monday, Wednesday, and Friday."
permits,Q629: Barangay permits are required for public events.,Business permits are processed through the barangay before city hall.
alcohol_regulation,Q630: Residents must follow restrictions on alcohol to avoid penalties.,Alcohol selling is prohibited after 10:00 PM.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
barangay_clearance,Q632: Clearance is needed for job applications and legal documents.,Barangay clearance can be requested at the Barangay Hall during office hours.
drugs,How does Barangay Buhangin support the fight against illegal drugs?,Illegal drug possession and use are punishable by law.
drugs,What should I do if I witness illegal drug activity in Barangay Buhangin?,Illegal drug possession and use are punishable by law.
drugs,What are the barangay's efforts to prevent illegal drug use?,Illegal drug possession and use are punishable by law.
waste_management,What are the rules on garbage collection in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,Are there fines for improper waste disposal in the barangay?,Residents must segregate biodegradable and non-biodegradable waste.
waste_management,How is garbage managed in Barangay Buhangin?,Residents must segregate biodegradable and non-biodegradable waste.
permits,Q635: Barangay permits are required for public events.,Business permits are processed through the barangay before city hall.
alcohol_regulation,Q636: Alcohol selling is prohibited after 10:00 PM.,Alcohol selling is prohibited after 10:00 PM.
community_service,Q637: Community service may be given as penalty for minor offenses.,Offenders may be required to join clean-up drives.
community_service,Q638: Offenders may be required to join clean-up drives.,Offenders may be required to join clean-up drives.
noise_control,What does the barangay noise ordinance require from residents?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,Are there rules about noise levels in Barangay Buhangin?,Unnecessary loud sound at night may lead to barangay sanctions.
noise_control,How should residents manage noise under the barangay ordinance?,Unnecessary loud sound at night may lead to barangay sanctions.
curfew,Q640: Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.,Curfew hours in Barangay Buhangin are from 10:00 PM to 4:00 AM.
permits,Q641: Applicants must secure barangay approval before construction projects.,Business permits are processed through the barangay before city hall.
barangay_clearance,Q642: Requirements for clearance include valid ID and barangay residency.,Clearance is needed for job applications and legal documents.
violence,What is the barangay's policy on domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,Does Barangay Buhangin prohibit domestic violence?,Barangay encourages peaceful resolution of disputes.
violence,How does the barangay handle cases of domestic abuse?,Barangay encourages peaceful resolution of disputes.
